$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link
A1008D,N164AC,Erickson Air-Crane,S-64E Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A1209E,N172AC,Erickson Air-Crane,S-64E Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A12455,N173AC,Erickson Air-Crane,S-64E Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A12F7A,N176AC,Erickson Air-Crane,S-64E Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A1621E,N189AC,Erickson Air-Crane,S-64E Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A1770A,N194AC,Erickson Air-Crane,S-64E Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A1D386,N217AC,Erickson Air-Crane,S-64E Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A1D73D,N218AC,Erickson Air-Crane,S-64E Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A23B27,N243AC,Erickson Air-Crane,S-64E Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A24A03,N247AC,Erickson Air-Crane,S-64E Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A943AE,N6962R,Erickson Air-Crane,S-64E Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A97153,N7073C,Erickson Air-Crane,S-64E Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
AD4EAB,N957AC,Erickson Air-Crane,S-64E Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A0E7EA,N158AC,Erickson Air-Crane,S-64F Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A0EBA1,N159AC,Erickson Air-Crane,S-64F Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A11CE7,N171AC,Erickson Air-Crane,S-64F Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A4CB13,N408HL,Heavy Lift Helicopters,CH-54A Tarhe,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A54E4D,N44094,Heavy Lift Helicopters,CH-54A Tarhe,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
AAC0034,N792HT,Helicopter Transport Services,CH-54A Tarhe,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
AAC3EB,N793HT,Helicopter Transport Services,CH-54A Tarhe,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
AACB59,N795HT,Helicopter Transport Services,CH-54A Tarhe,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A98F61,N715HT,Helicopter Transport Services,CH-54B Tarhe,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A99318,N716HT,Helicopter Transport Services,CH-54B Tarhe,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A99A86,N718HT,Helicopter Transport Services,CH-54B Tarhe,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A99E3D,N917HT,Helicopter Transport Services,CH-54B Tarhe,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A9A44D,N720HT,Helicopter Transport Services,CH-54B Tarhe,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A9A804,N721HT,Helicopter Transport Services,CH-54B Tarhe,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
71CC42,HL9442,Korean Forest Service,CH-54A Tarhe,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
71CC43,HL9443,Korean Forest Service,CH-54A Tarhe,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
71CC44,HL9444,Korean Forest Service,CH-54A Tarhe,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A4D1AF,HL9650,Korean Forest Service,S-64E Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
ACA12C,N9125M,Siller Helicopters Inc,CH-54A Tarhe,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A4BADE,N4035S,Siller Helicopters Inc,S-64E Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A4BB24,N4037S,Siller Helicopters Inc,S-64E Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A1822F,I-CFAI,Vigili del Fuoco,S-64F Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A22284,I-CFAM,Vigili del Fuoco,S-64F Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
A0FCD6,N163AC,Wells Fargo Trust,S-64F Skycrane,S64,Civ,Thunderbird 2,Skycrane,,Big Hello,https://en.wikipedia.org/wiki/Sikorsky_S-64_Skycrane
400778,G-SWRD,2 Excel Aviation,Boeing 737-300 VIP,B733,Civ,Must Be Nice,VIP,,Bizjets,https://www.2excelaviation.com/our-activity
4072CE,G-TGPG,2 Excel Aviation,Boeing 737-300 VIP,B733,Civ,Must Be Nice,VIP,,Bizjets,https://www.2excelaviation.com/our-activity
4076E5,G-KELT,Acropolis Aviation,Airbus A320 251NCJSL,A20N,Civ,How The Other Half Live,Luxury,,Bizjets,https://www.acropolis-aviation.com
ABDE66,N864HD,Aircraft Guaranty Corp Trustee,Piaggio P-180 Avanti II,P180,Civ,Pusher  Prop,Canards,,Bizjets,https://en.wikipedia.org/wiki/Piaggio_P.180_Avanti
710222,HZ-ATR,Al Atheer,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,,Bizjets,https://en.wikipedia.org/wiki/Boeing_Business_Jet
A9E580,N737ER,BBJ One Inc,Boeing 737NG 7CJ/W BBJ,B737,Civ,Ooh Get You,Boeing Business Jet,,Bizjets,https://en.wikipedia.org/wiki/Boeing_Business_Jet
A37D66,N324CH,CH Management Services,Boeing 737NG 7ET/W BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,,Bizjets,https://xkcd.com/1732
4D2295,9H-ATB,Comlux Aviation,Airbus A320-251N(ACJ),A20N,Civ,Not A Bus,Ooh Get You,,Bizjets,https://comlux.com
484499,P4-MLO,Comlux Aviation,Airbus A330-200,A332,Civ,Not A Bus,Ooh Get You,,Bizjets,https://comlux.com
4D2052,9H-AVK,Comlux Aviation,Airbus ACJ319-100,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,,Bizjets,https://comlux.com
4D22DB,9H-LIV,Comlux Aviation,Airbus ACJ319-100,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,,Bizjets,https://comlux.com
484361,P4-CLA,Comlux Aviation,Boeing 767-200,B762,Civ,Not A Bus,Ooh Get You,,Bizjets,https://comlux.com
48411C,P4-787,Comlux Aviation,Boeing 787-8,B788,Civ,Loooong Raaaaaange,Must Be Nice,,Bizjets,https://simpleflying.com/comlux-787-business-jet-20-hour-flight
4850A1,P4-XTL,Comlux Aviation,Boeing BBJ 777 200-LR,B77L,Civ,Man Made Climate Change,Boeing Business Jet,,Bizjets,https://aviapages.com/aircraft/p4-xtl
6831F8,UP-C8505,Comlux Aviation Kazakhstan,Bombardier CRJ-200,CRJ2,Civ,Not A Bus,Kassym-Jomart Tokayev,,Bizjets,https://comlux.com
6831D7,UP-EM007,Comlux Aviation Kazakhstan,Embraer ERJ-135,E135,Civ,Not A Bus,Kassym-Jomart Tokayev,,Bizjets,https://comlux.com
6831E9,UP-EM010,Comlux Aviation Kazakhstan,Embraer ERJ-135,E135,Civ,Not A Bus,Kassym-Jomart Tokayev,,Bizjets,https://comlux.com
683262,UP-EM008,Comlux Aviation Kazakhstan,Embraer ERJ-135,E135,Civ,Not A Bus,Kassym-Jomart Tokayev,,Bizjets,https://comlux.com
68323D,UP-SJ001,Comlux Aviation Kazakhstan,Sukhoi Superjet 100,SU95,Civ,Not A Bus,Kassym-Jomart Tokayev,,Bizjets,https://comlux.com
424236,VP-BDB,Dallah Al-Baraka,Boeing 737NG 9LBER/W BBJ,B739,Civ,Man Made Climate Change,Boeing Business Jet,,Bizjets,https://en.wikipedia.org/wiki/Boeing_Business_Jet
896591,A6-RAS,DC Aviation Al-Futtaim,Bombardier Challenger 604,CL60,Civ,Must Be Nice,Bizjet,,Bizjets,https://www.dc-aviation.ae
A324A9,N301SR,Essar Shipping and Logistics,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,,Bizjets,https://en.wikipedia.org/wiki/Boeing_Business_Jet
4247EC,VP-CGL,ExecuJet Australia,Bombardier Global 6000,GLEX,Civ,Wrong Turn At Albuquerque,The Front Fell Off,,Bizjets,https://www.execujet.com/news
42439E,VP-BVV,Gainjet,Boeing 737NG 73U/W BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,,Bizjets,http://www.gainjet.com
4D020F,LX-GVV,Global Jet Luxembourg SA,Airbus ACJ319 115X,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,,Bizjets,https://www.acj.airbus.com
424B0B,M-GFGC,Greensill Capital,Piaggio P-180 Avanti II,P180,Civ,Pusher  Prop,Canards,,Bizjets,https://en.wikipedia.org/wiki/Piaggio_P.180_Avanti
4073B5,G-GARE,Grosvenor Estates,Textron Aviation Citation XLS+,C56X,Civ,How The Other Half Live,Must Be Nice,,Bizjets,https://en.wikipedia.org/wiki/Grosvenor_Group
A9E51E,N737AT,Hillwood Airways,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,,Bizjets,https://en.wikipedia.org/wiki/Boeing_Business_Jet
A597A6,N46E,Hunt Oil Company,Dassault Falcon 2000LX,F2TH,Civ,Oil Spill,Man Made Climate Change,,Bizjets,http://www.huntoil.com
33FE3A,MM62286,Italian Air Force,Piaggio P-180 Avanti II,P180,Civ,How Does It Fly,Viaggiare Con Stile,,Bizjets,http://www.aeronautica.difesa.it/Pagine/default.aspx
A77C26,N5811M ,Jerry Moss A&M Records,Dassault Falcon 2000EX,F2TH,Civ,Bizjet,Loooong Raaaaaange,,Bizjets,https://en.wikipedia.org/wiki/Jerry_Moss
484494,P4-BBJ,Jet Magic,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,,Bizjets,https://www.jetmagic.com
3C78AF,D-ANEO,K5-Aviation,Airbus A319 153NSL,A19N,Civ,Private Airline,Must Be Nice,,Bizjets,http://www.k5-aviation.com/de/portfolio_page/airbus-acj319-d-aneo
3C70B8,D-ALEX,K5-Aviation,Airbus ACJ319 115CJ/SL,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,,Bizjets,http://www.k5-aviation.com/de/portfolio_page/
3C00AF,D-APGS,K5-Aviation,Airbus ACJ319 115X,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,,Bizjets,http://www.k5-aviation.com/de/portfolio_page/
A5DF79,N478GS,L-3 Harris,Gulfstream GIVSP,GLF4,Civ,Bizjet,Loooong Raaaaaange,,Bizjets,https://en.wikipedia.org/wiki/L3Harris_Technologies
4B18B7,HB-JJJ,Nomad Aviation AG,Airbus ACJ319 133X,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,,Bizjets,https://www.nomadjet.com
3981A4,F-HANE,Oyonnair,Piaggio P-180 Avanti II,P180,Civ,Pusher  Prop,Canards,,Bizjets,https://en.wikipedia.org/wiki/Piaggio_P.180_Avanti
3989E4,F-HCPE,Oyonnair,Piaggio P-180 Avanti II,P180,Civ,Pusher  Prop,Canards,,Bizjets,https://en.wikipedia.org/wiki/Piaggio_P.180_Avanti
A6E07B,N542MP,Pans UK Holdings,Honda Jet,HDJT,Civ,How Does It Fly,Id Get That Seen Too,,Bizjets,https://www.hondajet.com
A9E60B,N737LE,Polaris Aviation Solutions,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,,Bizjets,https://en.wikipedia.org/wiki/Boeing_Business_Jet
06A1C6,A7-CGA,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Loooong Raaaaaange,Private Airline,,Bizjets,https://www.qatarexec.com.qa
06A1C7,A7-CGB,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Loooong Raaaaaange,Private Airline,,Bizjets,https://www.qatarexec.com.qa
06A1C9,A7-CGD,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Loooong Raaaaaange,Private Airline,,Bizjets,https://www.qatarexec.com.qa
06A1CA,A7-CGE,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Loooong Raaaaaange,Private Airline,,Bizjets,https://www.qatarexec.com.qa
06A1CC,A7-CGG,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Ooh Get You,Private Airline,,Bizjets,https://www.qatarexec.com.qa
06A1D4,A7-CGP,Qatar Executive,Gulfstream GVII-G500,GLF5,Civ,Ooh Get You,Private Airline,,Bizjets,https://www.qatarexec.com.qa
06A1D5,A7-CGQ,Qatar Executive,Gulfstream GVII-G500,GLF5,Civ,Ooh Get You,Private Airline,,Bizjets,https://www.qatarexec.com.qa
06A1D6,A7-CGR,Qatar Executive,Gulfstream GVII-G500,GLF5,Civ,Ooh Get You,Private Airline,,Bizjets,https://www.qatarexec.com.qa
06A1D7,A7-CGS,Qatar Executive,Gulfstream GVII-G500,GLF5,Civ,Ooh Get You,Private Airline,,Bizjets,https://www.qatarexec.com.qa
424565,VQ-BSK,S & K Bermuda,Bombardier BD-700 Global 5000,GL5T,Civ,Must Be Nice,Bizjet,,Bizjets,https://www.planespotters.net/photos/reg/VQ-BSK
7103B9,HZ-SKY1,Sky Prime Aviation,Airbus A340 212,A342,Civ,Man Made Climate Change,Airbus Corporate Jet,,Bizjets,https://www.skyprimeav.com/en/home
71002E,HZ-SKY,Sky Prime Aviation,Airbus A340 642X,A346,Civ,Man Made Climate Change,Airbus Corporate Jet,,Bizjets,https://www.skyprimeav.com/en/home
710024,HZ-SKY4,Sky Prime Aviation,Airbus ACJ319 115XSL,A319,Civ,Man Made Climate Change,Airbus Corporate Jet,,Bizjets,https://www.skyprimeav.com/en/home
710223,HZ-SKY3,Sky Prime Aviation,Airbus ACJ320 214X,A320,Civ,Man Made Climate Change,Airbus Corporate Jet,,Bizjets,https://www.skyprimeav.com/en/home
710023,HZ-SKY2,Sky Prime Aviation,Airbus ACJ330 243,A332,Civ,Man Made Climate Change,Airbus Corporate Jet,,Bizjets,https://www.skyprimeav.com/en/home
7100C7,HZ-SK4,Sky Prime Aviation,Gulfstream Aerospace GV,GLF5,Civ,Man Made Climate Change,Gulfstream,,Bizjets,https://www.skyprimeav.com/en/home
710030,HZ-SK2,Sky Prime Aviation,Gulfstream G450,GLF4,Civ,Man Made Climate Change,Gulfstream,,Bizjets,https://www.skyprimeav.com/en/home
710031,HZ-SK3,Sky Prime Aviation,Gulfstream G450,GLF4,Civ,Man Made Climate Change,Gulfstream,,Bizjets,https://www.skyprimeav.com/en/home
710148,HZ-A23,Sky Prime Aviation,Gulfstream G450,GLF4,Civ,Man Made Climate Change,Gulfstream,,Bizjets,https://www.skyprimeav.com/en/home
7101A5,HZ-SK7,Sky Prime Aviation,Gulfstream G450,GLF4,Civ,Man Made Climate Change,Gulfstream,,Bizjets,https://www.skyprimeav.com/en/home
7101AC,HZ-A22,Sky Prime Aviation,Gulfstream G450,GLF4,Civ,Man Made Climate Change,Gulfstream,,Bizjets,https://www.skyprimeav.com/en/home
7103BA,HZ-SK5,Sky Prime Aviation,Gulfstream G450,GLF4,Civ,Man Made Climate Change,Gulfstream,,Bizjets,https://www.skyprimeav.com/en/home
43EAE4,M-VITB,Sky Prime Aviation,Gulfstream G650,GLF6,Civ,Man Made Climate Change,Gulfstream,,Bizjets,https://www.skyprimeav.com/en/home
4078B9,G-SHMB,Steve Hartley,Aero L-39 C,L39,Civ,Do A Barrel Roll,Pass The Sick Bag,,Bizjets,https://en.wikipedia.org/wiki/Aero_L-39_Albatros
400143,VP-BWR,USAL,Boeing 737-BBJ,B737,Civ,Man Made Climate Change,Boeing Business Jet,,Bizjets,https://live.staticflickr.com/4426/36458778366_cee1b0574c_b.jpg
AA6922,N770BB,Yucaipa Companies LLC,Boeing 757-2J4W,B752,Civ,How Much,Ooh Get You,,Bizjets,https://en.wikipedia.org/wiki/Yucaipa_Companies
5080FD,UR-CBF,Aerovis Airlines,Antonov An-12 A,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
5083BC,UR-CPZ,Aerovis Airlines,Antonov An-12 BP,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
508003,UR-82029,Antonov Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
508015,UR-82027,Antonov Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
50801B,UR-82007,Antonov Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
50801D,UR-82009,Antonov Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
50801F,UR-82072,Antonov Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
508020,UR-82073,Antonov Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
50801C,UR-82008,Antonov Airlines,Antonov An-124 100M-150,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
508029,UR-09307,Antonov Airlines,Antonov An-22,AN22,Civ,Cargo,I Must Break You,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-22
508035,UR-82060,Antonov Airlines,Antonov An-225 Mriya,A225,Civ,Vodka Burner,Absolute Unit,,Da Comrade,https://www.youtube.com/watch?v=6sggQqdvqHs
5081F9,UR-13395,Antonov Airlines,Antonov An-26 B,AN26,Civ,Got It Where It Counts,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-22
152C2A,RA-76842,Aviacon Zitotrans,Ilyushin IL-76 TD,IL76,Civ,Cargo,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76
1533AD,RA-78765,Aviacon Zitotrans,Ilyushin IL-76 TD,IL76,Civ,Cargo,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-76
51008B,EW-435TI,Aviakompania Grodno,Antonov An-12 BP,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
14FA20,RA-64032,Aviastar-Tu,Tupolev Tu-204 S,T204,Civ,I Must Break You,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Tupolev_Tu-204
451DA8,LZ-FLL,Bright Flight,Antonov An-26 B,AN26,Civ,Got It Where It Counts,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-26
14FA0A,RA-64010,Business Aero,Tupolev Tu-204-300A,T204,Civ,I Must Break You,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Tupolev_Tu-204
5080BA,UR-CCP,Cavok Air,Antonov An-12 A,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
50822D,UR-CNN,Cavok Air,Antonov An-12 B,AN12,Civ,Ere Me Now,Old,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
5082FB,UR-KDM,Cavok Air,Antonov An-12 BK,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
50808F,UR-CBG,Cavok Air,Antonov An-12 BP,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
508116,UR-CEZ,Cavok Air,Antonov An-12 BP,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
5082A0,UR-CKL,Cavok Air,Antonov An-12 BP,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
5082A8,UR-CKM,Cavok Air,Antonov An-12 BP,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
508179,UR-CJN,Cavok Air,Antonov An-12 TB,AN12,Civ,Ere Me Now,Old,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
0B04E2,CU-T1250,Cubana,Ilyushin IL-96 300M,IL96,Civ,You Came Here In That Thing,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Ilyushin_Il-96
5080D5,UR-CSJ,Eleron,Antonov An-26 B,AN26,Civ,Got It Where It Counts,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-26
51003B,EW-259TG,Genex Air,Antonov An-26 B,AN26,Civ,Got It Where It Counts,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-26
51007E,EW-328TG,Genex Air,Antonov An-26 B,AN26,Civ,Got It Where It Counts,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-26
5080B3,UR-ZYD,Maximus Air Cargo,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
50815D,UR-CAJ,Meridian,Antonov An-12 BK,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
508445,UR-CTJ,Meridian,Antonov An-12 BK,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
50807B,UR-11316,Motor Sich Aviakompania,Antonov An-12 BK,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
5080AB,UR-11819,Motor Sich Aviakompania,Antonov An-12 BP,AN12,Civ,Ere Me Now,Vashe Zdorovye,,Da Comrade,https://youtu.be/BDn2iGWE4Ec?t=18
15405A,RA-82010,Polet Cargo Airlines,Antonov An-124 100,A124,Civ,Absolute Unit,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-124_Ruslan
400A31,G-YAKN,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Old,,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52
403978,G-YAKI,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Old,,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52
40478A,G-YAKC,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Old,,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52
4049FA,G-CCJK,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Old,,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52
4053CB,G-YAKF,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Old,,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52
48DCD1,SP-YGS,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Old,,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52
503D91,LY-HLZ,Private,Aerostar Yak-52,YK52,Civ,Vashe Zdorovye,Old,,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-52
3D2C78,D-EPCA,Private,Yakovlev Yak-18T,Y18T,Civ,You Came Here In That Thing,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-18T
404ABC,G-SOCT,Private,Yakovlev Yak-50,YK50,Civ,Do A Barrel Roll,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-50_(1975)
4069C9,G-YAKJ,Private Owner,Yakovlev Yak-18T,Y18T,Civ,You Came Here In That Thing,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Yakovlev_Yak-18T
51004C,EW-286TL,Rada Airlines,Antonov An-74TK-200,AN72,Civ,Cargo,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-74
510099,EW-450TR,Rada Airlines,Ilyushin IL-62MGR,IL62,Civ,Cargo,The Last Of Us,,Da Comrade,https://youtu.be/Gv13eeRh2-c
510146,EW-505TR,Rada Airlines,Ilyushin IL-62MGR,IL62,Civ,Cargo,The Last Of Us,,Da Comrade,https://youtu.be/Gv13eeRh2-c
502C12,YL-RAA,RAF Avia,Antonov An-26 B,AN26,Civ,Got It Where It Counts,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-26
502C13,YL-RAB,RAF Avia,Antonov An-26 B,AN26,Civ,Got It Where It Counts,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-26
452009,LZ-ABJ,Rose Air,Antonov An-26 B,AN26,Civ,Got It Where It Counts,Vashe Zdorovye,,Da Comrade,https://en.wikipedia.org/wiki/Antonov_An-26
